datetime,open,high,low,close,volume
2026-03-20 16:35:00,69864.66,69864.66,69705.88,69705.88,66822144
2026-03-20 16:40:00,69728.61,69778.95,69728.61,69778.95,57524224
2026-03-20 16:45:00,69758.79,69826.23,69755.76,69789.94,0
2026-03-20 16:50:00,69762.44,69766.24,69658.30,69745.18,0
2026-03-20 16:55:00,69747.77,69862.08,69747.77,69862.08,0
2026-03-20 17:00:00,69819.05,69894.92,69819.05,69883.06,87859200
2026-03-20 17:05:00,69698.55,69904.60,69698.55,69904.60,26456064
2026-03-20 17:10:00,69844.06,69844.06,69783.48,69783.48,17035264
2026-03-20 17:15:00,69783.84,69832.72,69783.16,69801.35,0
2026-03-20 17:20:00,69801.70,69801.70,69751.55,69783.96,0
2026-03-20 17:25:00,69782.14,69782.14,69661.70,69661.70,0
2026-03-20 17:30:00,69641.85,69669.16,69554.84,69554.84,0
2026-03-20 17:35:00,69529.72,69529.72,69435.75,69511.47,72028160
2026-03-20 17:40:00,69613.41,69639.95,69549.52,69549.52,286990336
2026-03-20 17:45:00,69559.20,69624.99,69559.20,69624.99,67035136
2026-03-20 17:50:00,69631.91,69753.91,69631.91,69753.91,32165888
2026-03-20 17:55:00,69799.92,69953.97,69799.92,69953.97,10317824
2026-03-20 18:00:00,69960.44,69985.45,69925.03,69977.21,56680448
2026-03-20 18:05:00,69948.23,70025.27,69948.23,70025.27,27688960
2026-03-20 18:10:00,69979.62,69979.62,69921.29,69977.27,36536320
2026-03-20 18:15:00,69967.50,69973.90,69942.77,69942.77,0
2026-03-20 18:20:00,69937.77,69957.50,69769.84,69773.16,18214912
2026-03-20 18:25:00,69779.17,69844.70,69700.52,69700.52,0
2026-03-20 18:30:00,69649.24,69663.38,69608.07,69663.38,4235264
2026-03-20 18:35:00,69687.71,69687.71,69540.62,69581.41,567005184
2026-03-20 18:40:00,69635.20,69746.11,69635.20,69713.10,39202816
2026-03-20 18:45:00,69703.42,69882.38,69703.42,69732.94,110407680
2026-03-20 18:50:00,69752.52,69860.38,69733.70,69823.45,25432064
2026-03-20 18:55:00,69809.63,69809.63,69700.66,69700.66,67899392
2026-03-20 19:00:00,69750.94,69871.60,69750.94,69871.60,0
2026-03-20 19:05:00,69851.12,69851.12,69740.38,69766.47,0
2026-03-20 19:10:00,69771.88,69810.49,69702.76,69810.49,0
2026-03-20 19:15:00,69857.63,69895.30,69850.70,69895.30,0
2026-03-20 19:20:00,69918.58,69931.84,69891.67,69891.67,0
2026-03-20 19:25:00,69822.43,69860.46,69798.41,69860.46,0
2026-03-20 19:30:00,69857.41,69941.49,69857.41,69858.71,0
2026-03-20 19:35:00,69787.64,69787.64,69688.90,69719.06,0
2026-03-20 19:40:00,69761.81,69913.75,69761.81,69913.75,0
2026-03-20 19:45:00,69988.41,69988.41,69937.99,69937.99,282808320
2026-03-20 19:50:00,69900.89,70073.69,69900.89,70073.69,40468480
2026-03-20 19:55:00,70143.65,70165.77,70143.65,70164.53,34996224
2026-03-20 20:00:00,70160.94,70186.60,70109.61,70186.60,9064448
2026-03-20 20:05:00,70124.84,70192.75,70124.84,70192.75,90492928
2026-03-20 20:10:00,70178.17,70228.75,70178.17,70202.70,28360704
2026-03-20 20:15:00,70194.22,70194.22,70111.23,70111.23,344064
2026-03-20 20:20:00,70029.20,70029.20,69966.49,70020.55,0
2026-03-20 20:25:00,70017.39,70017.39,69954.51,69954.51,36728832
2026-03-20 20:30:00,69982.85,69982.85,69826.31,69826.31,0
